"journal-article-10.2307_41038732-ngram1.txt","Weighing the Costs of Disaster: Consequences, Risks, and Resilience in Individuals, Families, and Communities"
"journal-article-10.13110_merrpalmquar1982.59.3.0330-ngram1.txt","Pretend and Physical Play: Links to Preschoolers' Affective Social Competence"
"journal-article-10.2307_41415760-ngram1.txt","Implementation teams: A new lever for organizational change"
"journal-article-10.2307_41415737-ngram1.txt","Knowledge hiding in organizations"
"journal-article-10.2307_41415726-ngram1.txt","Competing hypotheses analyses of the associations between group task conflict and group relationship conflict"
"journal-article-10.2307_23074849-ngram1.txt","Rethinking Giftedness and Gifted Education: A Proposed Direction Forward Based on Psychological Science"
"journal-article-10.2307_25677396-ngram1.txt","Trust and Transitions in Modes of Exchange"
"journal-article-10.2307_24709831-ngram1.txt","Shared Leadership and Innovation: The Role of Vertical Leadership and Employee Integrity"
"journal-article-10.2307_24709894-ngram1.txt","Strategies for Coping with Work Stressors and Family Stressors: Scale Development and Validation"
"journal-article-10.2307_23421703-ngram1.txt","Gender differences in academic self-efficacy: a meta-analysis"
"journal-article-10.2307_41415761-ngram1.txt","Finding the right mix: How the composition of self-managing multicultural teams' cultural value orientation influences performance over time"
"journal-article-10.7721_chilyoutenvi.24.2.0053-ngram1.txt","Dramatic Play Affordances of Natural and Manufactured Outdoor Settings for Preschool-Aged Children"
"journal-article-10.2307_23255704-ngram1.txt","Child-Care Subsidies: Do They Impact the Quality of Care Children Experience?"
"journal-article-10.2307_41683901-ngram1.txt","Perceiving and responding to challenges in job crafting at different ranks: When proactivity requires adaptivity"
"journal-article-10.2307_23250905-ngram1.txt","Positive group affective tone and team creativity: Negative group affective tone and team trust as boundary conditions"
"journal-article-10.2307_23074587-ngram1.txt","How Effective Are Mentoring Programs for Youth? A Systematic Assessment of the Evidence"
"journal-article-10.2307_43549787-ngram1.txt","Motivation Terminology in Reading Research: A Conceptual Review"
"journal-article-10.2307_23361846-ngram1.txt","THE DEVELOPMENT OF MIRROR SELF-RECOGNITION IN DIFFERENT SOCIOCULTURAL CONTEXTS"
"journal-article-10.2307_41415708-ngram1.txt","Person-organization and person-supervisor fits: Employee commitments in a Chinese context"
"journal-article-10.2307_43186688-ngram1.txt","Behavioral Consequences of Embeddedness: Effects of the Underlying Forms of Exchange"
"journal-article-10.13110_merrpalmquar1982.59.3.0249-ngram1.txt","Mother-Child and Father-Child Dyadic Interaction: Parental and Child Bids and Responsiveness to Each Other During Early Childhood"
"journal-article-10.7721_chilyoutenvi.20.2.0067-ngram1.txt","Biodiverse or Barren School Grounds: Their Effects on Children"
"journal-article-10.2307_43546783-ngram1.txt","Adjustment to College as Measured by the Student Adaptation to College Questionnaire: A Quantitative Review of its Structure and Relationships with Correlates and Consequences"
"journal-article-10.7721_chilyoutenvi.21.2.0145-ngram1.txt","Urban Students' Definitions and Perceptions of Nature"
"journal-article-10.2307_41683989-ngram1.txt","Cognitive and affective identification: Exploring the links between different forms of social identification and personality with work attitudes and behavior"
"journal-article-10.7721_chilyoutenvi.20.1.0052-ngram1.txt","Child-Led Tours to Uncover Children's Perceptions and Use of Neighborhood Environments"
"journal-article-10.2307_40599138-ngram1.txt","The Rise in Cortisol in Family Day Care: Associations With Aspects of Care Quality, Child Behavior, and Child Sex"
"journal-article-10.2307_43546818-ngram1.txt","Toward a Conceptual Model of Mentoring Research: Integration with Self-Regulated Learning"
"journal-article-10.2307_40800685-ngram1.txt","Child Care and the Development of Behavior Problems Among Economically Disadvantaged Children in Middle Childhood"
"journal-article-10.2307_41683958-ngram1.txt","Work values: Development of a new three-dimensional structure based on confirmatory smallest space analysis"
"journal-article-10.2307_43546807-ngram1.txt","Transformational Teaching: Theoretical Underpinnings, Basic Principles, and Core Methods"
"journal-article-10.2307_41057670-ngram1.txt","The Minimal Cue Hypothesis: How Black Candidates Cue Race to Increase White Voting Participation"
"journal-article-10.2307_43186697-ngram1.txt","Advancing Identity Theory: Examining the Relationship between Activated Identities and Behavior in Different Social Contexts"
"journal-article-10.2307_23098048-ngram1.txt","Exploring the Incremental Validity of Nonverbal Social Aggression: The Utility of Peer Nominations"
"journal-article-10.2307_43854465-ngram1.txt","The Use of the Classical Twin Method in the Social and Behavioral Sciences: The Fallacy Continues"
"journal-article-10.2307_41969971-ngram1.txt","TRAVAIL COLLABORATIF ET MÉMOIRE TRANSACTIVE : REVUE CRITIQUE ET PERSPECTIVES DE RECHERCHE"
"journal-article-10.7721_chilyoutenvi.21.2.0005-ngram1.txt","Children's Gendered and Non-Gendered Play in Natural Spaces"
"journal-article-10.2307_23421538-ngram1.txt","Mothers' reading-related activities at home and learning to read during kindergarten"
"journal-article-10.13110_merrpalmquar1982.60.1.0053-ngram1.txt","An Attachment Perspective on Anger Among Adolescents"
"journal-article-10.2307_41261545-ngram1.txt","I REMEMBER ME: MNEMONIC SELF-REFERENCE EFFECTS IN PRESCHOOL CHILDREN"
"journal-article-10.2307_23638600-ngram1.txt","Escalation in the Demands of the Minority: The \"Future Vision\" Documents of the Arab-Palestinians in Israel / עליית מדרגה בתביעות המיעוט: \"מסמכי החזון 7-2006\" של הערבים-הפלסטינים בישראל"
"journal-article-10.5406_amerjpsyc.125.2.0193-ngram1.txt","Effect of Context on Performance Approach Orientation"
"journal-article-10.13110_merrpalmquar1982.59.3.0361-ngram1.txt","Maternal Teaching During Play With Four-Year-Olds: Variation by Ethnicity and Family Resources"
"journal-article-10.2307_41289856-ngram1.txt","Characterizing and Comparing the Friendships of Anxious-Solitary and Unsociable Preadolescents"
"journal-article-10.2307_43783787-ngram1.txt","Political Neuroscience: The Beginning of a Beautiful Friendship"
"journal-article-10.2307_23255730-ngram1.txt","Social Support Matters: Longitudinal Effects of Social Support on Three Dimensions of School Engagement From Middle to High School"
"journal-article-10.2307_43549796-ngram1.txt","Attention, Working Memory, and Long-Term Memory in Multimedia Learning: An Integrated Perspective Based on Process Models of Working Memory"
"journal-article-10.2307_41415727-ngram1.txt","A contingency model of union commitment and participation: Meta-analysis of the antecedents of militant and nonmilitant activities"
"journal-article-10.2307_41613320-ngram1.txt","The Attachment Paradox: How Can So Many of Us (the Insecure Ones) Have No Adaptive Advantages?"
"journal-article-10.2307_40925296-ngram1.txt","Relations Between Physiological and Cognitive Regulatory Systems: Infant Sleep Regulation and Subsequent Executive Functioning"
"journal-article-10.2307_41613510-ngram1.txt","Mirror Neuron Forum"
"journal-article-10.2307_24709879-ngram1.txt","Religious Discrimination in the Workplace: A Review and Examination of Current and Future Trends"
"journal-article-10.2307_24709896-ngram1.txt","The Experience of Failed Humor: Implications for Interpersonal Affect Regulation"
"journal-article-10.7721_chilyoutenvi.21.2.0118-ngram1.txt","A Place of My Own: Exploring Preschool Children's Special Places in the Home Environment"
"journal-article-10.2307_23883592-ngram1.txt","Understanding student learning in context: relationships between university students' social identity, approaches to learning, and academic performance"
"journal-article-10.2307_41683930-ngram1.txt","The impact of non-performance information on ratings of job performance: A policy-capturing approach"
"journal-article-10.2307_23098463-ngram1.txt","Peer Exclusion in Preschool Children's Play: Naturalistic Observations in a Playground Setting"
"journal-article-10.2307_41057678-ngram1.txt","On the Structure and Dynamics of Human Thought: The Legacy of William J. McGuire for Social and Political Psychology"
"journal-article-10.2307_40925294-ngram1.txt","Children's Reasoning About Disclosing Adult Transgressions: Effects of Maltreatment, Child Age, and Adult Identity"
"journal-article-10.2307_43186734-ngram1.txt","Trust, Cohesion, and Cooperation After Early Versus Late Trust Violations in Two-Person Exchange: The Role of Generalized Trust in the United States and Japan"
"journal-article-10.2307_43783797-ngram1.txt","Disgust, Harm, and Morality in Politics"
"journal-article-10.2307_41262893-ngram1.txt","An Exploration of the Content of Stereotypes of Black Politicians"
"journal-article-10.2307_41303977-ngram1.txt","The Moral Self: Applying Identity Theory"
"journal-article-10.2307_41683895-ngram1.txt","The mediating role of job characteristics in job redesign interventions: A serendipitous quasi-experiment"
"journal-article-10.2307_23255685-ngram1.txt","Thinking in Categories or Along a Continuum: Consequences for Children's Social Judgments"
"journal-article-10.7721_chilyoutenvi.21.1.0253-ngram1.txt","Youth Voices Influencing Local and Regional Change"
"journal-article-10.2307_24709829-ngram1.txt","Meta-analytic Reviews in the Organizational Sciences: Two Meta-analytic Schools on the Way to MARS (the Meta-analytic Reporting Standards)"
"journal-article-10.2307_29782819-ngram1.txt","Media as Social Partners: The Social Nature of Young Children's Learning From Screen Media"
"journal-article-10.5406_amerjpsyc.127.2.0191-ngram1.txt","The Phenomenology of Lucid Dreaming: An Online Survey"
"journal-article-10.2307_41474913-ngram1.txt","Advancing Organizational Support Theory into the Twenty-First Century World of Work"
"journal-article-10.2307_24709860-ngram1.txt","Personal and Social Facets of Job Identity: A Person-Centered Approach"
"journal-article-10.2307_41474855-ngram1.txt","Meta-analytic Decisions and Reliability: A Serendipitous Case of Three Independent Telecommuting Meta-analyses"
"journal-article-10.2307_23421904-ngram1.txt","Students' individual and collective efficacy: joining together two sets of beliefs for understanding academic achievement"
"journal-article-10.2307_23255734-ngram1.txt","Maternal Depressive Symptoms, Dysfunctional Cognitions, and Infant Night Waking: The Role of Maternal Nighttime Behavior"
"journal-article-10.2307_23364145-ngram1.txt","Emotional Competence and its Influences on Teaching and Learning"
"journal-article-10.2307_43549794-ngram1.txt","The Impact of Persistent Pain on Working Memory and Learning"
"journal-article-10.2307_41289895-ngram1.txt","Influence of Mother, Father, and Child Risk on Parenting and Children's Cognitive and Social Behaviors"
"journal-article-10.2307_41289827-ngram1.txt","Effects of Nonmaternal Care in the First 3 Years on Children's Academic Skills and Behavioral Functioning in Childhood and Early Adolescence: A Sibling Comparison Study"
"journal-article-10.2307_43546806-ngram1.txt","A Critical Discussion of Deep and Surface Processing: What It Means, How It Is Measured, the Role of Context, and Model Specification"
"journal-article-10.7721_chilyoutenvi.22.1.0145-ngram1.txt","Children's Movement in an Integrated Kindergarten Classroom: Design, Methods and Preliminary Findings"
"journal-article-10.2307_25677386-ngram1.txt","Estimating Risk: Stereotype Amplification and the Perceived Risk of Criminal Victimization"
"journal-article-10.2307_40605744-ngram1.txt","Establishing a Diversity Program is Not Enough: Exploring the Determinants of Diversity Climate"
"journal-article-10.2307_23120520-ngram1.txt","Job Burnout and Couple Burnout in Dual-earner Couples in the Sandwiched Generation"
"journal-article-10.2307_23260374-ngram1.txt","Does Generalized (Dis)Trust Travel? Examining the Impact of Cultural Heritage and Destination-Country Environment on Trust of Immigrants"
"journal-article-10.2307_23481692-ngram1.txt","Voting and Values: Reciprocal Effects over Time"
"journal-article-10.2307_41683986-ngram1.txt","A longitudinal study of mentor and protégé outcomes in formal mentoring relationships"
"journal-article-10.2307_41683892-ngram1.txt","Towards a multi-foci approach to workplace aggression: A meta-analytic review of outcomes from different perpetrators"
"journal-article-10.2307_43783730-ngram1.txt","On the (In)compatibility of Attitudes Toward Peace and War"
"journal-article-10.2307_43785856-ngram1.txt","Identity Politics and Politicized Identities: Identity Processes and the Dynamics of Protest"
"journal-article-10.2307_23882815-ngram1.txt","Bully/Victim Problems Among Preschool Children: a Review of Current Research Evidence"
"journal-article-10.2307_29782817-ngram1.txt","Double Jeopardy: Poorer Social-Emotional Outcomes for Children in the NICHD SECCYD Experiencing Home and Child-Care Environments That Confer Risk"
"journal-article-10.2307_41613443-ngram1.txt","Social Ecology: Lost and Found in Psychological Science"
"journal-article-10.7721_chilyoutenvi.20.2.0046-ngram1.txt","Children's Views of Independent Mobility during Their School Travels"
"journal-article-10.2307_40599131-ngram1.txt","Do Effects of Early Child Care Extend to Age 15 Years? Results From the NICHD Study of Early Child Care and Youth Development"
"journal-article-10.2307_41289877-ngram1.txt","Development of Ethnic, Racial, and National Prejudice in Childhood and Adolescence: A Multinational Meta-Analysis of Age Differences"
"journal-article-10.2307_42732929-ngram1.txt","When is it Ethical to Inform Administrators about Student Risk-Taking Behaviors? Perceptions of School Counselors"
"journal-article-10.7721_chilyoutenvi.20.1.0091-ngram1.txt","Influences of Mothering and Neighborhood on Children's Behavioral Outcomes"
"journal-article-10.13110_merrpalmquar1982.60.4.0403-ngram1.txt","How Do Teachers' Beliefs Predict Children's Interest in Math From Kindergarten to Sixth Grade?"
"journal-article-10.2307_23581524-ngram1.txt","Analysis of the relation between academic procrastination, academic rational/irrational beliefs, time preferences to study for exams, and academic achievement: a structural model"
"journal-article-10.2307_44280796-ngram1.txt","The Unengaged Mind: Defining Boredom in Terms of Attention"
"journal-article-10.2307_20721299-ngram1.txt","Personal Value Priorities and National Identification"
"journal-article-10.2307_41415668-ngram1.txt","Age diversity, age discrimination climate and performance consequences—a cross organizational study"
"journal-article-10.2307_40599007-ngram1.txt","Children's Sensitivity to the Conventionality of Sources"
"journal-article-10.2307_41415736-ngram1.txt","Differential treatment within sports teams, leader—member (coach—player) exchange quality, team atmosphere, and team performance"
"journal-article-10.2307_41415752-ngram1.txt","Thriving at work: Toward its measurement, construct validation, and theoretical refinement"
"journal-article-10.2307_40599139-ngram1.txt","Children's Sleep and Adjustment Over Time: The Role of Socioeconomic Context"
"journal-article-10.2307_41038735-ngram1.txt","Intelligence and Personality as Predictors of Illness and Death: How Researchers in Differential Psychology and Chronic Disease Epidemiology Are Collaborating to Understand and Address Health Inequalities"
"journal-article-10.2307_41683952-ngram1.txt","Understanding the connections between relationship conflict and performance: The intervening roles of trust and exchange"
"journal-article-10.2307_24709840-ngram1.txt","Analysis of Self-Reported Motives for Task-Related Helping: Implications for an Integrated Theory of Helping"
"journal-article-10.2307_43186705-ngram1.txt","Counting on Coworkers: Race, Social Support, and Emotional Experiences on the Job"
"journal-article-10.7721_chilyoutenvi.23.2.0022-ngram1.txt","Play and Behavior Characteristics in Relation to the Design of Four Danish Public Playgrounds"
"journal-article-10.2307_41407022-ngram1.txt","Narrative as a Root Metaphor for Political Psychology"
"journal-article-10.7721_chilyoutenvi.20.1.0276-ngram1.txt","Urban School Farming to Improve School Feeding: The Case of Nakuru Town, Kenya"
"journal-article-10.7721_chilyoutenvi.23.1.0124-ngram1.txt","Childhood, Urban Violence and Territory: Children's Perceptions of Place and Violence in Public Housing Neighborhoods in Portugal"
"journal-article-10.2307_29782881-ngram1.txt","Infant and Maternal Sensitivity to Interpersonal Timing"
"journal-article-10.2307_41474897-ngram1.txt","A Construct Validation of the Neutral Objects Satisfaction Questionnaire (NOSQ)"
"journal-article-10.2307_41613553-ngram1.txt","Fragmented Sleep, Fragmented Mind: The Role of Sleep in Dissociative Symptoms"
"journal-article-10.7721_chilyoutenvi.23.2.0049-ngram1.txt","The Impact of a Natural Playscape Installation on Young Children's Play Behaviors"
"journal-article-10.2307_41303974-ngram1.txt","Dual Identity as a Two-Edged Sword: Identity Threat and Minority School Performance"
"journal-article-10.2307_41683990-ngram1.txt","Understanding organizational diversity management programs: A theoretical framework and directions for future research"
"journal-article-10.2307_42732924-ngram1.txt","The Beliefs and Practices of School Counselors Who Use Data to Implement Comprehensive School Counseling Programs"
"journal-article-10.2307_23919001-ngram1.txt","The Role of Parents, Siblings, Peers, Relatives and Other Agents in Turkish–Muslim Emerging Adults' Religious Socializations"
"journal-article-10.2307_43285230-ngram1.txt","Exploring the Effects of Value Diversity on Team Effectiveness"
"journal-article-10.2307_40801466-ngram1.txt","The Effects of the 1999 Turkish Earthquake on Young Children: Analyzing Traumatized Children's Completion of Short Stories"
"journal-article-10.2307_42732951-ngram1.txt","School-Family-Community Partnerships: Applying Epstein's Theory of the Six Types of Involvement to School Counselor Practice"
"journal-article-10.2307_29782831-ngram1.txt","Adolescents' Development of Skills for Agency in Youth Programs: Learning to Think Strategically"
"journal-article-10.2307_40682669-ngram1.txt","The Alignment of Measures and Constructs in Organizational Research: The Case of Testing Measurement Models of Creativity"
"journal-article-10.2307_41415665-ngram1.txt","Age and work-related motives: Results of a meta-analysis"
"journal-article-10.2307_43546825-ngram1.txt","Educational Psychology: Using Insights from Implicit Attitude Measures"
"journal-article-10.2307_43783763-ngram1.txt","Harmful Ideas, The Structure and Consequences of Anti-Semitic Beliefs in Poland"
"journal-article-10.2307_20721285-ngram1.txt","Social Dominance Orientation: Testing a Global Individual Difference Perspective"
"journal-article-10.2307_23883604-ngram1.txt","Stimulating situational interest and student questioning through three types of historical introductory texts"
"journal-article-10.2307_23255686-ngram1.txt","Relations Between Colorblind Socialization and Children's Racial Bias: Evidence From European American Mothers and Their Preschool Children"
"journal-article-10.2307_29782852-ngram1.txt","Paths of Effects From Preschool to Adult Well-Being: A Confirmatory Analysis of the Child-Parent Center Program"
"journal-article-10.2307_40682659-ngram1.txt","Leadership = Communication? The Relations of Leaders' Communication Styles with Leadership Styles, Knowledge Sharing and Leadership Outcomes"
"journal-article-10.2307_23321221-ngram1.txt","Parent—Child Shared Time From Middle Childhood to Late Adolescence: Developmental Course and Adjustment Correlates"
"journal-article-10.2307_24636426-ngram1.txt","Psychosoziale Aspekte in der Fortpflanzungsmedizin"
"journal-article-10.2307_23363965-ngram1.txt","Visual Skills and Chinese Reading Acquisition: A Meta-analysis of Correlation Evidence"
"journal-article-10.2307_23421906-ngram1.txt","Pupil perceptions of national tests in science: perceived importance, invested effort, and test anxiety"
"journal-article-10.2307_23260377-ngram1.txt","Social Dominance Orientation and John Henryism at the Intersection of Race and Class"
"journal-article-10.2307_41683964-ngram1.txt","Teleworker knowledge sharing and the role of altered relational and technological interactions"
"journal-article-10.2307_41408758-ngram1.txt","IV. GROWTH FAILURE IN INSTITUTIONALIZED CHILDREN"
"journal-article-10.2307_23250904-ngram1.txt","The emergence of team helping norms: Foundations within members' attributes and behavior"
"journal-article-10.2307_23321198-ngram1.txt","Children's Reasoning About Self-Presentation Following Rule Violations: The Role of Self-Focused Attention"
"journal-article-10.2307_43783790-ngram1.txt","The Social and Political Implications of Moral Conviction"
"journal-article-10.2307_41289826-ngram1.txt","Trajectories of the Home Learning Environment Across the First 5 Years: Associations With Children's Vocabulary and Literacy Skills at Prekindergarten"
"journal-article-10.2307_41303969-ngram1.txt","Coming Out as Fat: Rethinking Stigma"
"journal-article-10.2307_43551094-ngram1.txt","Statistics anxiety, trait anxiety, learning behavior, and academic performance"
"journal-article-10.2307_43546808-ngram1.txt","Stereotypes and the Achievement Gap: Stereotype Threat Prior to Test Taking"
"journal-article-10.2307_23883591-ngram1.txt","The perception of workload and task complexity and its influence on students' approaches to learning: a study in higher education"
"journal-article-10.2307_40599004-ngram1.txt","Preschoolers' Implicit and Explicit False-Belief Understanding: Relations With Complex Syntactical Mastery"
"journal-article-10.2307_43153814-ngram1.txt","Self-Regulated Strategies Development for Persuasive Writing in Tandem With Schoolwide Positive Behavioral Support: Effects for Second-Grade Students with Behavioral and Writing Difficulties"
"journal-article-10.2307_profschocoun.18.1.136-ngram1.txt","School-Based Mental Health Professionals' Bullying Assessment Practices: A Call for Evidence-Based Bullying Assessment Guidelines"
"journal-article-10.2307_41682918-ngram1.txt","Work-Family Balance, Well-Being, and Organizational Outcomes: Investigating Actual Versus Desired Work/Family Time Discrepancies"
"journal-article-10.7721_chilyoutenvi.21.1.0035-ngram1.txt","Place-Based Education Is an Intergenerational Practice"
"journal-article-10.2307_41303975-ngram1.txt","Stigma, Reflected Appraisals, and Recovery Outcomes in Mental Illness"
"journal-article-10.2307_41415677-ngram1.txt","Learning from errors: The role of context, emotion, and personality"
"journal-article-10.2307_41683937-ngram1.txt","Crossing national boundaries: A typology of qualified immigrants' career orientations"
"journal-article-10.2307_40598976-ngram1.txt","Effects of Perinatal HIV Infection and Early Institutional Rearing on Physical and Cognitive Development of Children in Ukraine"
"journal-article-10.2307_41416119-ngram1.txt","Children's Early Child Care and Their Mothers' Later Involvement With Schools"
"journal-article-10.2307_profschocoun.18.1.100-ngram1.txt","Four Critical Domains of Accountability for School Counselors"
"journal-article-10.2307_23098064-ngram1.txt","Scaffolding Interactions With Preschool Children: Comparisons Between Chinese Mothers and Teachers Across Different Tasks"
"journal-article-10.2307_29782850-ngram1.txt","Danish Majority Children's Reasoning About Exclusion Based on Gender and Ethnicity"
"journal-article-10.2307_41303968-ngram1.txt","\"Now my 'old self' is thin\": Stigma Exits after Weight Loss"
"journal-article-10.2307_23801079-ngram1.txt","A Phenomenology of Alienation in High School: The Experiences of Five Male Non-completers"
"journal-article-10.2307_23250931-ngram1.txt","Differentiating cognitive and affective job insecurity: Antecedents and outcomes"
"journal-article-10.2307_24709854-ngram1.txt","Avoiding Bias in Publication Bias Research: The Value of \"Null\" Findings"
"journal-article-10.2307_41262879-ngram1.txt","Basic Personal Values and the Meaning of Left-Right Political Orientations in 20 Countries"
"journal-article-10.2307_41824482-ngram1.txt","Effects of Self-Recording and Contingent Credit on Balancing Participation Across Students"
"journal-article-10.2307_profschocoun.17.1.120-ngram1.txt","An Action Research Project to Determine the Utility of Bully Prevention in Positive Behavior Support for Elementary School Bullying Prevention"
"journal-article-10.2307_23324182-ngram1.txt","Social Trust: Fairness Matters More Than Homogeneity"
"journal-article-10.2307_41415750-ngram1.txt","Employee voice behavior: A meta-analytic test of the conservation of resources framework"
"journal-article-10.2307_43551095-ngram1.txt","An investigation of two profiles within conceptions of learning science: an examination of confirmatory factor analysis"
"journal-article-10.7721_chilyoutenvi.23.2.0078-ngram1.txt","Assessing Connections between Young Children's Affinity for Nature and Their Experiences in Natural Outdoor Settings in Preschools"
"journal-article-10.2307_23098040-ngram1.txt","When Elementary Students Change Peer Groups: Intragroup Centrality, Intergroup Centrality, and Self-Perceptions of Popularity"
"journal-article-10.2307_23321208-ngram1.txt","Naïve Theories of Social Groups"
"journal-article-10.2307_25655445-ngram1.txt","Community Psychology, Political Efficacy, and Trust"
"journal-article-10.2307_44280793-ngram1.txt","Stereotypes, Prejudice, and Depression: The Integrated Perspective"
"journal-article-10.2307_23097542-ngram1.txt","The Friendship Quality of Overtly and Relationally Victimized Children"
"journal-article-10.2307_26304907-ngram1.txt","Moses Lactans: Evidence in Support of the Latent Mythic Value of Freud's 1914 \"Moses of Michelangelo\""
"journal-article-10.2307_43783798-ngram1.txt","Personality Traits (\"Big Five\") and the Propensity to Political Protest: Alternative Models"
"journal-article-10.2307_23098084-ngram1.txt","The Distinctive Difficulties of Disagreeable Youth"
"journal-article-10.2307_41613530-ngram1.txt","How Does Mindfulness Meditation Work? Proposing Mechanisms of Action From a Conceptual and Neural Perspective"
"journal-article-10.2307_29782879-ngram1.txt","Language Development in Internationally Adopted Children: A Special Case of Early Second Language Learning"
"journal-article-10.2307_40800692-ngram1.txt","On the Progression and Stability of Adolescent Identity Formation: A Five-Wave Longitudinal Study in Early-to-Middle and Middle-to-Late Adolescence"
"journal-article-10.2307_40598991-ngram1.txt","The Significance of Insecure Attachment and Disorganization in the Development of Children's Externalizing Behavior: A Meta-Analytic Study"
"journal-article-10.2307_23255728-ngram1.txt","How Girls and Boys Expect Disclosure About Problems Will Make Them Feel: Implications for Friendships"
"journal-article-10.2307_43546781-ngram1.txt","The Definition, Assessment, and Mitigation of State Boredom Within Educational Settings: A Comprehensive Review"
"journal-article-10.2307_23250932-ngram1.txt","Cross-lagged associations between perceived external employability, job insecurity, and exhaustion: Testing gain and loss spirals according to the Conservation of Resources Theory"
"journal-article-10.2307_23883161-ngram1.txt","Teacher Wellbeing: The Importance of Teacher—Student Relationships"
"journal-article-10.2307_41415671-ngram1.txt","Work hours, retirement, and supportive relations among older adults"
"journal-article-10.2307_40598965-ngram1.txt","Epigenetics and the Biological Definition of Gene × Environment Interactions"
"journal-article-10.2307_41613575-ngram1.txt","Parents' Expression and Discussion of Emotion in the Multilingual Family: Does Language Matter?"
"journal-article-10.2307_23097953-ngram1.txt","Parenting and Child Characteristics in the Prediction of Shame in Early and Middle Childhood"
"journal-article-10.2307_23890734-ngram1.txt","Initial Evidence for the Reliability and Validity of the Student Risk Screening Scale for Internalizing and Externalizing Behaviors at the Elementary Level"
"journal-article-10.2307_profschocoun.17.1.97-ngram1.txt","Making the Grade: The Importance of Academic Enablers in the Elementary School Counseling Program"
"journal-article-10.2307_23364141-ngram1.txt","Parental Expectations and Children's Academic Performance in Sociocultural Context"
"journal-article-10.2307_23421910-ngram1.txt","A multidimensional model of school dropout from an 8-year longitudinal study in a general high school population"
"journal-article-10.2307_23883654-ngram1.txt","A Preliminary Investigation of Supplemental Computer-Assisted Reading Instruction on the Oral Reading Fluency and Comprehension of First-Grade African American Urban Students"
"journal-article-10.2307_41416108-ngram1.txt","The Significance of Insecure and Disorganized Attachment for Children's Internalizing Symptoms: A Meta-Analytic Study"
"journal-article-10.2307_41416294-ngram1.txt","A moderated mediation test of personality, coping, and health among deployed soldiers"
"journal-article-10.2307_41613450-ngram1.txt","Children's Integration in Communities and Segregation From People of Differing Ages"
"journal-article-10.2307_41683985-ngram1.txt","Bridge building within the province of proactivity"
"journal-article-10.2307_43186719-ngram1.txt","\"Good Girls\": Gender, Social Class, and Slut Discourse on Campus"
"journal-article-10.2307_23321207-ngram1.txt","Children Associate Racial Groups With Wealth: Evidence From South Africa"
"journal-article-10.2307_43551089-ngram1.txt","Self-efficacy, job satisfaction, motivation and commitment: exploring the relationships between indicators of teachers' professional identity"
"journal-article-10.2307_23481697-ngram1.txt","Self-Harm Focus Leads to Greater Collective Guilt: The Case of the U.S.-Iraq Conflict"
"journal-article-10.2307_23883621-ngram1.txt","Indirect Effects of Functional Communication Training on Non-Targeted Disruptive Behavior"
